סעיף,יח',מחיר,תאור
57.051.2156,מ',3130,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2161,מ',2840,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 125 ס״מ מונחים בקרקע בעומק עד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2162,מ',2890,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2163,מ',2950,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2164,מ',3010,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2165,מ',3080,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2166,מ',3160,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2171,מ',3180,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 125 ס״מ מונחים בקרקע בעומק עד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2172,מ',3230,"צינורות מבטון מזוין  לפי ת""  27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2173,מ',3290,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2174,מ',3350,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2175,מ',3420,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2176,מ',3500,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 125 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2180,מ',3320,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 150 ס״מ מונחים בקרקע בעומק עד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2181,מ',3370,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2182,מ',3420,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2183,מ',3480,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2184,מ',3550,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2185,מ',3630,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2186,מ',3720,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 4.75 מ' ועד 5.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2190,מ',3560,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 150 ס״מ מונחים בקרקע בעומק עד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2191,מ',3610,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2192,מ',3660,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2193,מ',3720,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2194,מ',3790,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2195,מ',3870,"צינורות מבטון מזוין  לפי ת""  27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2196,מ',3960,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 4.75 מ' ועד 5.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2200,מ',3980,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 150 ס״מ מונחים בקרקע בעומק עד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2201,מ',4030,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2202,מ',4080,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2203,מ',4140,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2204,מ',4210,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2205,מ',4290,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2206,מ',4380,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 150 ס״מ מונחים בקרקע בעומק מעל 4.75 מ' ועד 5.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2211,מ',5260,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 180-183 ס״מ מונחים בקרקע בעומק עד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2212,מ',5320,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2213,מ',5390,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2214,מ',5470,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2215,מ',5560,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2216,מ',5660,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 3 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 4.75 מ' ועד 5.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2221,מ',5560,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 180-183 ס״מ מונחים בקרקע בעומק עד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2222,מ',5620,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2223,מ',5690,"צינורות מבטון מזוין  לפי ת""  27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2224,מ',5770,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2225,מ',5860,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2226,מ',5960,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 4 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 4.75 מ' ועד 5.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2231,מ',5880,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 180-183 ס״מ מונחים בקרקע בעומק עד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2232,מ',5940,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2233,מ',6010,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2234,מ',6090,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2235,מ',6180,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2236,מ',6280,"צינורות מבטון מזוין  לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע עם אטם מובנה ב״נקבה"" דרג 5 קוטר 180-183 ס״מ מונחים בקרקע בעומק מעל 4.75 מ' ועד 5.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2314,יח',7960,"צינור קשתי מבטון מזו״ן לניקוז ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע מכופף בזווית עד 45 מעלות עם אטם מובנה  מונח בקרקע בעומק כלשהו  קוטר 80 ס״מ קלאסה V דרג 175 (אורך יחידת קשת 2.5 מי)  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2316,יח',10030,"צינור קשתי מבטון מזו״ן לניקוז ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע מכופף בזווית עד 45 מעלות עם אטם מובנה  מונח בקרקע בעומק כלשהו עם ריפוד חול  קוטר 100 ס״מ קלאסה V דרג 175 (אורך יחידת קשת 2.5 מי)  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2318,יח',12390,"צינור קשתי מבטון מזו״ן לניקוז ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע מכופף בזווית עד 45 מעלות עם אטם מובנה  מונח בקרקע בעומק כלשהו עם ריפוד חול  קוטר 125 ס״מ קלאסה V דרג 175 (אורך יחידת קשת 2.5 מי)  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2320,יח',15580,"צינור קשתי מבטון מזו״ן לניקוז ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע מכופף בזווית עד 45 מעלות עם אטם מובנה  מונח בקרקע בעומק כלשהו עם ריפוד חול  קוטר 150 ס״מ קלאסה V דרג 175 (אורך יחידת קשת 2.5 מי)  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2322,יח',21360,"צינור קשתי מבטון מזו״ן לניקוז ""מגנוקריט - F"" או ""הידרוט״ל"" או ש״ע מכופף בזווית עד 45 מעלות עם אטם מובנה  מונח בקרקע בעומק כלשהו עם ריפוד חול  קוטר 183 ס״מ קלאסה V דרג 175 (אורך יחידת קשת 2.5 מי)  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.2400,מ',390,"תוספת לצינור בטון ""הידרוט״ל"" או ש״ע קוטר 50 ס״מ עבור ציפוי פנימי בחומר אפוקסי ""אפוטרן -400"" ע״ג ""אפיקטולק שקוף"" או ש״ע בעובי ממוצע עד 500 מיקרון"
57.051.2410,מ',480,"תוספת לצינור בטון ""הידרוט״ל"" או ש״ע קוטר 60 ס״מ עבור ציפוי פנימי בחומר אפוקסי ""אפוטרן -400"" ע״ג ""אפיקטולק שקוף"" או ש״ע בעובי ממוצע עד 500 מיקרון"
57.051.2420,מ',610,"תוספת לצינור בטון ""הידרוט״ל"" או ש״ע קוטר 80 ס״מ עבור ציפוי פנימי בחומר אפוקסי ""אפוטרן -400"" ע״ג ""אפיקטולק שקוף"" או ש״ע בעובי ממוצע עד 500 מיקרון"
57.051.2430,מ',810,"תוספת לצינור בטון ""הידרוט״ל"" או ש״ע קוטר 100 ס״מ עבור ציפוי פנימי בחומר אפוקסי ""אפוטרן -400"" ע״ג ""אפיקטולק שקוף"" או ש״ע בעובי ממוצע עד 500 מיקרון"
57.051.2440,מ',1020,"תוספת לצינור בטון ""הידרוט״ל"" או ש״ע קוטר 125 ס״מ עבור ציפוי פנימי בחומר אפוקסי ""אפוטרן -400"" ע״ג ""אפיקטולק שקוף"" או ש״ע בעובי ממוצע עד 500 מיקרון"
57.051.2450,מ',1220,"תוספת לצינור בטון ""הידרוט״ל"" או ש״ע קוטר 150 ס״מ עבור ציפוי פנימי בחומר אפוקסי ""אפוטרן -400"" ע״ג ""אפיקטולק שקוף"" או ש״ע בעובי ממוצע עד 500 מיקרון"
57.051.2460,מ',1460,"תוספת לצינור בטון ""הידרוט״ל"" או ש״ע קוטר 180 ס״מ עבור ציפוי פנימי בחומר אפוקסי ""אפוטרן -400"" ע״ג ""אפיקטולק שקוף"" או ש״ע בעובי ממוצע עד 500 מיקרון"
,,,סה״כ לצינורות מבטון מזוין
57.052,,,צינורות מבטון לא מזוין
,,,הערה: בסעיפים שלהלן בכל מקום שבו נרשם עבודות חפירה הכוונה עבודות החפירה ו/או החציבה בכל סוג׳ הקרקע  פרט לסלע מוצק רצוף. תוספת עבור חציבה בסלע מוצק - ראה סעיף 57.011.0970. מחיר׳ הצינורות המונחים בקרקע כוללים את עבודות החפירה ו/או החציבה הנ״ל.
57.052.0010,מ',520,"צינורות ניקוז מבטון לא מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 40 ס״מ לעומק עד 2.00 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.052.0011,מ',630,"צינורות ניקוז מבטון לא מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 50 ס״מ לעומק עד 2.00 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.052.0020,מ',750,"צינורות ניקוז מבטון לא מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 60 ס״מ לעומק עד 2.00 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.052.0030,מ',990,"צינורות ניקוז מבטון לא מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 80 ס״מ לעומק עד 2.00 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.052.0040,מ',1340,"צינורות ניקוז מבטון לא מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 100 ס״מ לעומק עד 2.00 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.052.0050,מ',2000,"צינורות ניקוז מבטון לא מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 125 ס״מ לעומק עד 2.00 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
,,,"כ לצינורות מבטון לא מזוין""no"
57.053,,,צינורות פוליפרופילן ופוליאתילן מחוזקים בפלדה
,,,הערה: בסעיפים שלהלן בכל מקום שבו נרשם עבודות חפירה הכוונה עבודות החפירה ו/או החציבה בכל סוג׳ הקרקע  פרט לסלע מוצק רצוף. תוספת עבור חציבה בסלע מוצק - ראה סעיף 57.011.0970. מחיר׳ הצינורות המונחים בקרקע כוללים את עבודות החפירה ו/או החציבה הנ״ל.
57.053.0220,מ',430,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדקס""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 300 מ״מ מונחים בקרקע עד עומק 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
